kudos_id,week_number,date,giver_id,giver_name,giver_dept,recipient_id,recipient_name,recipient_dept,category,message,giver_points,recipient_points,company
K000178,36,2026-09-11,1026,Amelia Ismail,Retail,1083,Vivian Yusof,Retail,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K000179,36,2026-09-09,1026,Amelia Ismail,Retail,1471,Yazid Hassan,Legal,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000180,1,2026-01-09,1027,Pamela Chong,Retail,1366,Vivian Teh,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K000181,44,2026-11-03,1027,Pamela Chong,Retail,1470,Hafiz Chan,Legal,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K000182,44,2026-11-05,1027,Pamela Chong,Retail,1466,James Rahman,HR,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K000183,5,2026-02-03,1029,Amelia Chua,Retail,1497,Shirley Yap,Corporate Affairs,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K000184,5,2026-02-06,1029,Amelia Chua,Retail,1451,Rina Patel,HR,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K000185,5,2026-02-06,1029,Amelia Chua,Retail,1279,Eugene Ali,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K000186,15,2026-04-13,1029,Amelia Chua,Retail,1157,Hafiz Rashid,Technology,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K000187,15,2026-04-17,1029,Amelia Chua,Retail,1443,Shankar Ibrahim,Finance,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K000188,44,2026-11-05,1029,Amelia Chua,Retail,1432,Grace Ibrahim,Finance,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000189,44,2026-11-06,1029,Amelia Chua,Retail,1024,Terry Ibrahim,Retail,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K000190,52,2026-12-31,1029,Amelia Chua,Retail,1195,Ridzwan Aziz,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000191,52,2026-12-30,1029,Amelia Chua,Retail,1481,Michelle Ooi,Legal,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000192,13,2026-04-01,1030,Ivan Chong,Retail,1249,Mohamed Chua,Sales,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000193,33,2026-08-21,1030,Ivan Chong,Retail,1025,Mohamed Chong,Retail,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K000194,33,2026-08-21,1030,Ivan Chong,Retail,1265,Pamela Aziz,Sales,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000195,33,2026-08-18,1030,Ivan Chong,Retail,1159,Ahmad Singh,Technology,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K000196,36,2026-09-07,1030,Ivan Chong,Retail,1309,Grace Singh,Marketing,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K000197,36,2026-09-10,1030,Ivan Chong,Retail,1403,Ganesh Lim,Enterprise,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000198,36,2026-09-07,1030,Ivan Chong,Retail,1141,Terry Wong,Technology,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K000199,40,2026-10-09,1030,Ivan Chong,Retail,1365,Priya Bakar,Marketing,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000200,40,2026-10-05,1030,Ivan Chong,Retail,1314,Farid Kumar,Marketing,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K000201,44,2026-11-03,1030,Ivan Chong,Retail,1326,Rajesh Lim,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K000202,44,2026-11-03,1030,Ivan Chong,Retail,1413,Elaine Chua,Enterprise,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K000203,2,2026-01-13,1031,Ganesh Kumar,Retail,1024,Terry Ibrahim,Retail,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K000204,2,2026-01-13,1031,Ganesh Kumar,Retail,1182,Mohamed Rahman,Technology,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K000205,2,2026-01-14,1031,Ganesh Kumar,Retail,1084,Siti Kumar,Retail,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K000206,35,2026-09-01,1031,Ganesh Kumar,Retail,1437,Zara Chan,Finance,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000207,35,2026-09-02,1031,Ganesh Kumar,Retail,1222,Yazid Ibrahim,Sales,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K000208,35,2026-09-01,1031,Ganesh Kumar,Retail,1367,Hassan Hamid,Marketing,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K000209,40,2026-10-06,1031,Ganesh Kumar,Retail,1065,Priya Raj,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K000210,40,2026-10-07,1031,Ganesh Kumar,Retail,1266,Diana Rahman,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K000211,20,2026-05-19,1032,Kavya Aziz,Retail,1376,Amelia Rashid,Enterprise,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000212,22,2026-06-02,1032,Kavya Aziz,Retail,1329,Sarah Aziz,Marketing,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K000213,26,2026-07-01,1032,Kavya Aziz,Retail,1377,Harish Chua,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K000214,26,2026-07-01,1032,Kavya Aziz,Retail,1346,Rina Teh,Marketing,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K000215,44,2026-11-04,1032,Kavya Aziz,Retail,1250,Vivian Malik,Sales,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K000216,12,2026-03-24,1033,Ahmad Rahman,Retail,1419,Wendy Goh,Enterprise,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000217,46,2026-11-18,1033,Ahmad Rahman,Retail,1347,Azlan Wong,Marketing,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000218,12,2026-03-26,1034,Amelia Malik,Retail,1227,Yazid Aziz,Sales,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000219,12,2026-03-27,1034,Amelia Malik,Retail,1126,Ivan Nair,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K000220,29,2026-07-24,1034,Amelia Malik,Retail,1389,Terry Ooi,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K000221,29,2026-07-23,1034,Amelia Malik,Retail,1040,Elaine Karim,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K000222,29,2026-07-24,1034,Amelia Malik,Retail,1356,Nurul Hamid,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K000223,49,2026-12-09,1034,Amelia Malik,Retail,1148,Yazid Bakar,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000224,23,2026-06-08,1035,Siti Bakar,Retail,1343,Rina Singh,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K000225,23,2026-06-09,1035,Siti Bakar,Retail,1156,Sarah Abdullah,Technology,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K000226,23,2026-06-10,1035,Siti Bakar,Retail,1402,Wendy Goh,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K000227,27,2026-07-06,1035,Siti Bakar,Retail,1224,Jason Yusof,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K000228,27,2026-07-06,1035,Siti Bakar,Retail,1477,Harish Singh,Legal,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K000229,32,2026-08-13,1035,Siti Bakar,Retail,1279,Eugene Ali,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K000230,32,2026-08-11,1035,Siti Bakar,Retail,1312,Prakash Singh,Marketing,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K000231,32,2026-08-12,1035,Siti Bakar,Retail,1169,Grace Aziz,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K000232,43,2026-10-30,1035,Siti Bakar,Retail,1329,Sarah Aziz,Marketing,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K000233,45,2026-11-09,1035,Siti Bakar,Retail,1024,Terry Ibrahim,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000234,45,2026-11-09,1035,Siti Bakar,Retail,1408,Hafiz Lee,Enterprise,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000235,48,2026-12-01,1035,Siti Bakar,Retail,1007,Ravi Tan,Retail,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K000236,48,2026-12-02,1035,Siti Bakar,Retail,1345,Harish Aziz,Marketing,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K000237,18,2026-05-06,1036,Siti Ibrahim,Retail,1232,Hafiz Hamid,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000238,33,2026-08-18,1036,Siti Ibrahim,Retail,1280,Priya Singh,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K000239,41,2026-10-16,1036,Siti Ibrahim,Retail,1000,Michelle Menon,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K000240,41,2026-10-12,1036,Siti Ibrahim,Retail,1390,Mohamed Bakar,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K000241,49,2026-12-07,1036,Siti Ibrahim,Retail,1332,Zara Goh,Marketing,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K000242,49,2026-12-09,1036,Siti Ibrahim,Retail,1225,Yazid Patel,Sales,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000243,1,2026-01-06,1037,Azlan Chan,Retail,1026,Amelia Ismail,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000244,1,2026-01-09,1037,Azlan Chan,Retail,1239,Diana Hassan,Sales,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K000245,10,2026-03-12,1037,Azlan Chan,Retail,1473,Harish Tan,Legal,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K000246,16,2026-04-20,1037,Azlan Chan,Retail,1035,Siti Bakar,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000247,31,2026-08-07,1037,Azlan Chan,Retail,1328,Nelson Bakar,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000248,33,2026-08-20,1037,Azlan Chan,Retail,1327,Kavya Ismail,Marketing,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K000249,33,2026-08-18,1037,Azlan Chan,Retail,1221,Hafiz Nair,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K000250,15,2026-04-14,1038,Wei Kumar,Retail,1147,James Ooi,Technology,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K000251,15,2026-04-15,1038,Wei Kumar,Retail,1475,Jason Hamid,Legal,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K000252,16,2026-04-21,1038,Wei Kumar,Retail,1133,Yazid Ong,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K000253,16,2026-04-20,1038,Wei Kumar,Retail,1004,Shirley Chan,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K000254,20,2026-05-18,1038,Wei Kumar,Retail,1333,Harish Menon,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000255,52,2026-12-29,1038,Wei Kumar,Retail,1353,Eugene Raj,Marketing,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K000256,9,2026-03-05,1039,Hafiz Wong,Retail,1486,Christopher Aziz,Corporate Affairs,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K000257,9,2026-03-04,1039,Hafiz Wong,Retail,1061,Rajesh Ibrahim,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K000258,9,2026-03-02,1039,Hafiz Wong,Retail,1438,Sarah Soh,Finance,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000259,17,2026-04-29,1039,Hafiz Wong,Retail,1278,Hafiz Goh,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000260,20,2026-05-22,1039,Hafiz Wong,Retail,1263,Lily Chong,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K000261,20,2026-05-21,1039,Hafiz Wong,Retail,1234,Joanne Malik,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K000262,21,2026-05-28,1039,Hafiz Wong,Retail,1385,Aisha Abdullah,Enterprise,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K000263,31,2026-08-06,1039,Hafiz Wong,Retail,1258,Harish Pillai,Sales,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K000264,31,2026-08-03,1039,Hafiz Wong,Retail,1291,Prakash Lim,Sales,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000265,31,2026-08-06,1039,Hafiz Wong,Retail,1416,Aisha Nair,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K000266,36,2026-09-07,1039,Hafiz Wong,Retail,1070,Grace Menon,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K000267,51,2026-12-22,1039,Hafiz Wong,Retail,1075,Daniel Koh,Retail,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K000268,6,2026-02-13,1040,Elaine Karim,Retail,1061,Rajesh Ibrahim,Retail,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K000269,6,2026-02-12,1040,Elaine Karim,Retail,1298,Hassan Bakar,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K000270,6,2026-02-12,1040,Elaine Karim,Retail,1470,Hafiz Chan,Legal,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K000271,29,2026-07-24,1040,Elaine Karim,Retail,1079,Fatimah Soh,Retail,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K000272,29,2026-07-24,1040,Elaine Karim,Retail,1033,Ahmad Rahman,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000273,36,2026-09-08,1040,Elaine Karim,Retail,1263,Lily Chong,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K000274,36,2026-09-09,1040,Elaine Karim,Retail,1005,Nelson Yap,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K000275,36,2026-09-07,1040,Elaine Karim,Retail,1121,Linda Lee,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K000276,42,2026-10-20,1040,Elaine Karim,Retail,1224,Jason Yusof,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K000277,42,2026-10-22,1040,Elaine Karim,Retail,1010,Azlan Chua,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K000278,42,2026-10-21,1040,Elaine Karim,Retail,1385,Aisha Abdullah,Enterprise,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K000279,43,2026-10-29,1040,Elaine Karim,Retail,1144,Suresh Pillai,Technology,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K000280,43,2026-10-30,1040,Elaine Karim,Retail,1049,Daniel Koh,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K000281,18,2026-05-06,1041,Yazid Menon,Retail,1163,Christopher Soh,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K000282,18,2026-05-07,1041,Yazid Menon,Retail,1039,Hafiz Wong,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K000283,18,2026-05-07,1041,Yazid Menon,Retail,1210,Natasha Chan,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
